kommun;kommun original;age;metric;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Vennesla;4223 Vennesla;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428600;456600;468700;495700
Vennesla;1014 Vennesla (-2019);All ages;Average Gross income;190400;199600;207100;222800;237100;236600;252100;255700;286300;306800;314200;321600;334100;348100;358600;369800;378900;379900;390800;402700;421400;0;0;0;0
Verdal;5038 Verdal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;405300;422600;430100;467200;479100;513200
Verdal;1721 Verdal (-2017);All ages;Average Gross income;182200;188100;197400;213200;219900;229600;244900;250100;277500;293200;296600;305700;322200;338800;352600;360900;371700;379900;395400;0;0;0;0;0;0
Verran;5039 Verran (2018-2019);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;366400;391100;0;0;0;0
Verran;1724 Verran (-2017);All ages;Average Gross income;163000;174000;184200;196200;199500;205700;216300;223800;244000;264200;258100;274700;282800;300300;310400;317100;328800;337600;354600;0;0;0;0;0;0
Vestby;3216 Vestby;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vestby;3019 Vestby (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;514200;562700;562000;592600
Vestby;0211 Vestby (-2019);All ages;Average Gross income;227600;246500;257600;275000;286200;292300;314100;313000;344500;369600;373300;376900;399100;405300;420800;440000;471800;470200;482900;492500;511900;0;0;0;0
Vestnes;1535 Vestnes;All ages;Average Gross income;199200;205000;214800;237700;253500;262800;260800;262400;287900;305500;317100;324500;332900;350100;366700;376900;385500;391200;411700;427200;446800;454800;492000;493300;527400
VestreSlidre;3452 Vestre Slidre;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;474000;492300;502800;530800
VestreSlidre;0543 Vestre Slidre (-2019);All ages;Average Gross income;176800;195600;211800;232500;224200;232100;288900;250200;278600;295000;297500;308400;317500;326900;344000;364100;380500;389900;411500;441600;448300;0;0;0;0
VestreToten;3443 Vestre Toten;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;437900;461400;482500;512900
VestreToten;0529 Vestre Toten (-2019);All ages;Average Gross income;200200;211000;221900;236000;243200;247600;260900;264000;285100;305700;305600;313900;329400;341500;353600;366600;380700;388700;402900;419600;430100;0;0;0;0
Vestvågøy;1860 Vestvågøy;All ages;Average Gross income;182100;192600;201400;216700;222800;228700;250800;245800;270300;293000;299400;310100;330300;344100;352000;367900;386100;392600;406600;423900;442300;455500;494000;507800;534200
Vevelstad;1816 Vevelstad;All ages;Average Gross income;164500;199800;191100;202200;197700;199000;213400;220000;256400;277300;278600;297400;321900;320100;332600;346900;360800;365000;378900;430700;452000;433900;546200;480100;508000
Vik;4639 Vik;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;461600;511800;517400;540800
Vik;1417 Vik (-2019);All ages;Average Gross income;182500;194100;200900;215000;213900;219100;234700;251500;273200;299100;304900;317500;332900;353900;363500;379500;406500;395000;422100;424200;450300;0;0;0;0
Vikna;5050 Vikna (2018-2019);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;464600;481700;0;0;0;0
Vikna;1750 Vikna (-2017);All ages;Average Gross income;187800;203600;221200;231300;236500;240600;273600;261600;292000;310800;316000;333000;356400;368900;381600;392900;413000;422600;454600;0;0;0;0;0;0
Vindafjord;1154 Vindafjord (1965-2005);All ages;Average Gross income;202800;235500;231500;253900;292100;267200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vindafjord;1160 Vindafjord;All ages;Average Gross income;0;0;0;0;0;0;321600;277100;309200;335000;339700;352000;370200;386000;402900;416100;440000;469200;458000;450700;485400;496900;596400;554900;599400
Vinje;3825 Vinje (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;472400;509100;520300;558100
Vinje;4036 Vinje;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vinje;0834 Vinje (-2019);All ages;Average Gross income;188800;199900;213300;226100;225200;239200;287600;266300;289500;311700;315600;329400;343700;359900;380700;400500;410900;411100;428700;438700;457500;0;0;0;0
Volda;1519 Volda (-2019);All ages;Average Gross income;194000;208800;217600;228700;237200;238700;257700;258700;286500;306000;314100;321400;356700;351400;366200;375600;381900;382600;393000;406500;424800;0;0;0;0
Volda;1577 Volda;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;430300;452200;467700;492200
Voss;4621 Voss;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;458700;491000;511400;545000
Voss;1235 Voss (-2019);All ages;Average Gross income;191500;201500;211900;233200;233100;237500;254700;259800;283300;308200;310800;323000;344800;359200;374200;388300;403400;406700;420400;437500;457100;0;0;0;0
